SPECIES	OBSERVED	GAM	See5	SGB
CELE3	0	0.064447433	0.07	0.05723778
CELE3	0	1.00E-04	1.00E-04	0.026497014
CELE3	0	0.025836222	0.08	0.041592344
CELE3	0	0.002072546	1.00E-04	0.045516592
CELE3	0	0.000432678	1.00E-04	0.107828796
CELE3	0	0.004865072	0.16	0.078109565
CELE3	0	0.000413877	1.00E-04	0.021432722
CELE3	0	1.00E-04	1.00E-04	0.030366324
CELE3	0	0.000636025	0.07	0.039848387
CELE3	0	0.09222478	1.00E-04	0.06635822
CELE3	0	1.00E-04	1.00E-04	0.05223044
CELE3	0	0.059534767	0.07	0.08702796
CELE3	0	0.018689272	0.08	0.081290141
CELE3	0	1.00E-04	1.00E-04	0.023181381
CELE3	1	0.171945735	1.00E-04	0.075508682
CELE3	0	0.028349624	0.3	0.03062129
CELE3	0	0.010176371	0.23	0.035811726
CELE3	0	0.002875116	0.07	0.029627537
CELE3	0	0.005295686	0.18	0.032010713
CELE3	0	0.004791405	0.07	0.027477498
CELE3	0	0.12599465	0.17	0.063627732
CELE3	0	1.00E-04	0.08	0.042311993
CELE3	0	0.184471687	0.07	0.127922886
CELE3	1	0.973012053	0.23	0.11793262
CELE3	0	0.04706526	1.00E-04	0.075560521
CELE3	0	0.047940678	0.34	0.172226077
CELE3	0	1.00E-04	1.00E-04	0.02439688
CELE3	0	0.01331381	1.00E-04	0.02672977
CELE3	0	0.000116541	1.00E-04	0.014718011
CELE3	0	1.00E-04	1.00E-04	0.017715525
CELE3	0	1.00E-04	0.06	0.020963
CELE3	0	1.00E-04	0.07	0.039012851
CELE3	0	0.003254096	1.00E-04	0.026424423
CELE3	0	0.028209017	0.06	0.025987036
CELE3	0	0.001137397	1.00E-04	0.024057702
CELE3	0	0.025225422	0.25	0.030337084
CELE3	0	0.264575467	1.00E-04	0.036186525
CELE3	0	0.004535253	0.25	0.0544953
CELE3	0	0.083000381	0.26	0.075147958
CELE3	1	0.014448939	0.07	0.039261929
CELE3	1	0.607268407	0.33	0.173448457
CELE3	0	0.091949084	0.54	0.145848791
CELE3	0	0.002956703	0.08	0.029054569
CELE3	0	0.000666143	1.00E-04	0.033224503
CELE3	0	0.317585527	0.37	0.152380292
CELE3	0	0.068231728	1.00E-04	0.043365965
CELE3	0	0.002220107	1.00E-04	0.056015222
CELE3	1	0.955744833	0.79	0.401657731
CELE3	0	0.562308699	0.25	0.092279885
CELE3	0	0.000224906	1.00E-04	0.038857514
CELE3	0	0.00016265	1.00E-04	0.026850351
CELE3	0	0.000334235	1.00E-04	0.02765743
CELE3	0	0.000367464	1.00E-04	0.052287546
CELE3	0	0.007996846	1.00E-04	0.049616035
CELE3	0	1.00E-04	1.00E-04	0.016413532
CELE3	0	0.001251517	1.00E-04	0.026052787
CELE3	0	0.537281786	0.44	0.115369309
CELE3	0	1.00E-04	1.00E-04	0.025681363
CELE3	0	1.00E-04	1.00E-04	0.017232633
CELE3	0	0.020215726	0.13	0.03096955
CELE3	0	1.00E-04	1.00E-04	0.016569305
CELE3	0	1.00E-04	1.00E-04	0.019696766
CELE3	0	1.00E-04	0.23	0.03658465
CELE3	0	0.002259595	1.00E-04	0.056338547
CELE3	0	0.000890132	1.00E-04	0.041642211
CELE3	0	1.00E-04	0.08	0.054158821
CELE3	0	0.002659852	0.07	0.02544444
CELE3	0	0.000519906	0.06	0.091717026
CELE3	0	0.01350671	0.07	0.022807758
CELE3	0	0.006519011	1.00E-04	0.108456603
CELE3	0	1.00E-04	1.00E-04	0.01456807
CELE3	0	0.001416266	1.00E-04	0.043846563
CELE3	0	0.004220794	0.08	0.051007517
CELE3	0	0.013808758	1.00E-04	0.034698469
CELE3	0	0.075633099	0.07	0.083689617
CELE3	0	0.5082412	0.4	0.095912201
CELE3	0	0.000749141	1.00E-04	0.033753502
CELE3	0	0.357847296	0.15	0.040619838
CELE3	0	0.005624522	1.00E-04	0.022438843
CELE3	0	0.550590776	0.23	0.136228996
CELE3	0	1.00E-04	1.00E-04	0.016923057
CELE3	0	1.00E-04	1.00E-04	0.015910623
CELE3	0	0.00010666	1.00E-04	0.03702704
CELE3	0	0.000466747	1.00E-04	0.023032727
CELE3	0	1.00E-04	1.00E-04	0.015992611
CELE3	0	1.00E-04	1.00E-04	0.019166991
CELE3	0	1.00E-04	1.00E-04	0.026198221
CELE3	0	1.00E-04	1.00E-04	0.021462947
CELE3	0	1.00E-04	1.00E-04	0.018721525
CELE3	0	1.00E-04	1.00E-04	0.022433335
CELE3	0	1.00E-04	1.00E-04	0.015635831
CELE3	0	1.00E-04	1.00E-04	0.018757115
CELE3	0	1.00E-04	1.00E-04	0.034701008
CELE3	0	1.00E-04	1.00E-04	0.01495259
CELE3	0	1.00E-04	1.00E-04	0.02069885
CELE3	0	1.00E-04	1.00E-04	0.016884192
CELE3	0	1.00E-04	1.00E-04	0.017215151
CELE3	0	0.000171397	1.00E-04	0.017261274
CELE3	0	1.00E-04	1.00E-04	0.016371487
CELE3	0	0.000323207	0.14	0.018175768
CELE3	0	0.770953026	0.24	0.170388961
CELE3	0	0.000189495	1.00E-04	0.019912005
CELE3	0	0.001915292	0.07	0.050280671
CELE3	0	0.000941227	0.14	0.062954741
CELE3	0	1.00E-04	1.00E-04	0.026182853
CELE3	0	0.015311075	0.22	0.036195725
CELE3	0	0.099295648	0.06	0.055753962
CELE3	0	0.000287154	1.00E-04	0.017989953
CELE3	0	0.000636303	1.00E-04	0.037896974
CELE3	0	0.000707185	0.06	0.02468822
CELE3	0	0.210271331	0.14	0.101212554
CELE3	0	0.000765998	1.00E-04	0.030570454
CELE3	0	0.000333972	1.00E-04	0.02303962
CELE3	0	1.00E-04	1.00E-04	0.016533716
CELE3	0	0.305527543	0.16	0.064169173
CELE3	0	0.030411168	1.00E-04	0.098097409
CELE3	0	0.02320132	1.00E-04	0.052853088
CELE3	0	0.000279888	1.00E-04	0.01948252
CELE3	0	1.00E-04	1.00E-04	0.02219667
CELE3	0	0.000922541	1.00E-04	0.026444059
CELE3	0	0.031156612	1.00E-04	0.023588716
CELE3	0	0.233400883	0.26	0.082375842
CELE3	0	0.019792288	0.07	0.065577453
CELE3	0	1.00E-04	1.00E-04	0.017590157
CELE3	0	0.000187672	1.00E-04	0.018051108
CELE3	0	0.008414369	1.00E-04	0.020159609
CELE3	0	0.060920602	0.06	0.078827003
CELE3	0	0.002425267	1.00E-04	0.024978749
CELE3	0	0.008985401	0.06	0.023549002
CELE3	0	0.004092206	1.00E-04	0.055305137
CELE3	0	0.002308918	1.00E-04	0.037301108
CELE3	0	0.00026403	1.00E-04	0.024504533
CELE3	0	1.00E-04	1.00E-04	0.015770636
CELE3	0	0.026578648	0.07	0.03124084
CELE3	0	0.000172164	0.26	0.083892549
CELE3	0	0.002877728	1.00E-04	0.029001276
CELE3	0	1.00E-04	1.00E-04	0.027382974
CELE3	0	0.006753322	1.00E-04	0.024639754
CELE3	0	0.007686144	1.00E-04	0.025925086
CELE3	0	0.012527709	0.08	0.044785088
CELE3	0	0.001230322	1.00E-04	0.018551421
CELE3	0	0.283800681	0.16	0.043101841
CELE3	0	1.00E-04	1.00E-04	0.048376643
CELE3	0	1.00E-04	0.07	0.047942746
CELE3	0	0.000378467	1.00E-04	0.024333148
CELE3	0	0.002373949	0.06	0.024255199
CELE3	1	0.018773274	0.15	0.281557154
CELE3	1	0.141881041	0.32	0.127413426
CELE3	0	0.043620351	1.00E-04	0.036346403
CELE3	0	0.000695043	0.07	0.260682061
CELE3	0	0.000178354	0.14	0.033164202
CELE3	0	0.025835149	0.14	0.150933524
CELE3	0	0.010277179	1.00E-04	0.026479383
CELE3	0	0.067104015	1.00E-04	0.028592813
CELE3	0	0.00412162	1.00E-04	0.034117596
CELE3	0	0.002687311	1.00E-04	0.023355826
CELE3	0	0.007630382	1.00E-04	0.021695767
CELE3	0	1.00E-04	1.00E-04	0.031774833
CELE3	0	0.000402444	1.00E-04	0.02414529
CELE3	0	1.00E-04	0.08	0.038622078
CELE3	0	1.00E-04	1.00E-04	0.029321101
CELE3	0	0.09418707	1.00E-04	0.037776399
CELE3	0	1.00E-04	0.09	0.025036304
CELE3	0	0.021689583	1.00E-04	0.039064403
CELE3	0	0.069871504	1.00E-04	0.031117665
CELE3	0	0.023893811	1.00E-04	0.049012359
CELE3	0	1.00E-04	1.00E-04	0.032329813
CELE3	0	0.019629275	0.44	0.040793647
CELE3	0	0.003875625	0.33	0.100464115
CELE3	0	0.000870517	1.00E-04	0.02210631
CELE3	0	1.00E-04	1.00E-04	0.027673189
CELE3	0	0.005547056	1.00E-04	0.040288461
CELE3	0	1.00E-04	0.06	0.018851294
CELE3	0	0.004371351	1.00E-04	0.035280574
CELE3	0	1.00E-04	1.00E-04	0.014732133
CELE3	0	1.00E-04	1.00E-04	0.015352288
CELE3	0	1.00E-04	1.00E-04	0.015865365
CELE3	0	1.00E-04	1.00E-04	0.020230371
CELE3	0	1.00E-04	0.15	0.019839719
CELE3	0	1.00E-04	1.00E-04	0.021570618
CELE3	0	0.000331297	0.17	0.020928214
CELE3	0	1.00E-04	1.00E-04	0.018400169
CELE3	0	1.00E-04	1.00E-04	0.023593953
CELE3	0	1.00E-04	1.00E-04	0.036085503
CELE3	0	0.000280581	1.00E-04	0.0220687
CELE3	0	1.00E-04	1.00E-04	0.017411739
CELE3	0	1.00E-04	1.00E-04	0.020640752
CELE3	0	1.00E-04	0.06	0.022265348
CELE3	0	1.00E-04	1.00E-04	0.015519641
CELE3	0	1.00E-04	1.00E-04	0.014989253
CELE3	0	1.00E-04	1.00E-04	0.017670921
CELE3	0	1.00E-04	1.00E-04	0.017831562
CELE3	0	0.000241378	1.00E-04	0.018459738
CELE3	0	0.00041616	1.00E-04	0.017919006
CELE3	0	0.008295688	1.00E-04	0.059555027
CELE3	0	1.00E-04	1.00E-04	0.031251528
CELE3	0	0.009658243	1.00E-04	0.025153223
CELE3	0	1.00E-04	1.00E-04	0.017502565
CELE3	0	1.00E-04	1.00E-04	0.014432849
CELE3	0	0.0459235	1.00E-04	0.021201463
CELE3	0	1.00E-04	1.00E-04	0.018876456
CELE3	0	1.00E-04	1.00E-04	0.017531326
CELE3	0	0.137399688	1.00E-04	0.056416345
CELE3	0	1.00E-04	1.00E-04	0.018995946
CELE3	0	0.030310971	0.06	0.039411697
CELE3	0	0.001103197	1.00E-04	0.053781779
CELE3	0	0.193853947	0.23	0.090460618
CELE3	0	1.00E-04	1.00E-04	0.016417496
CELE3	0	1.00E-04	1.00E-04	0.027659065
CELE3	0	1.00E-04	1.00E-04	0.030069331
CELE3	0	0.000470211	1.00E-04	0.038022502
CELE3	0	0.002629203	1.00E-04	0.017667334
CELE3	0	1.00E-04	1.00E-04	0.021202321
CELE3	0	1.00E-04	1.00E-04	0.018939136
CELE3	0	1.00E-04	1.00E-04	0.014798669
CELE3	0	0.003813537	1.00E-04	0.035800944
CELE3	0	0.000995324	0.08	0.045494875
CELE3	0	0.000131485	1.00E-04	0.031876854
CELE3	0	0.000842984	1.00E-04	0.018327466
CELE3	0	0.158183837	1.00E-04	0.042281724
CELE3	0	0.012232299	0.08	0.023966685
CELE3	0	0.000226375	1.00E-04	0.017869313
CELE3	1	0.028324643	1.00E-04	0.077867643
CELE3	0	1.00E-04	1.00E-04	0.017359493
CELE3	0	0.26123564	0.31	0.069387846
CELE3	0	0.001438885	1.00E-04	0.021028042
CELE3	0	1.00E-04	0.07	0.023010148
CELE3	0	1.00E-04	1.00E-04	0.038506371
CELE3	0	0.006829882	1.00E-04	0.030564141
CELE3	0	1.00E-04	1.00E-04	0.017407053
CELE3	0	0.000270382	0.09	0.024252028
CELE3	0	0.010814356	1.00E-04	0.021554859
CELE3	0	1.00E-04	0.08	0.029046432
CELE3	0	0.005578673	0.15	0.037396548
CELE3	0	0.001177396	1.00E-04	0.019359025
CELE3	0	0.038783383	1.00E-04	0.021357822
CELE3	0	0.009725686	1.00E-04	0.01896005
CELE3	0	0.000420815	1.00E-04	0.018257779
CELE3	0	0.031950052	0.14	0.142663621
CELE3	0	0.005410748	0.1	0.026337335
CELE3	0	0.022881201	1.00E-04	0.022839651
CELE3	0	0.155430073	1.00E-04	0.031586477
CELE3	1	0.033075691	0.18	0.042458126
CELE3	0	0.000111153	1.00E-04	0.018763025
CELE3	0	1.00E-04	1.00E-04	0.016278818
CELE3	0	0.000972726	0.13	0.028352111
CELE3	0	0.000156172	0.23	0.023756062
CELE3	0	1.00E-04	1.00E-04	0.024223062
CELE3	0	0.928713573	0.14	0.097296194
CELE3	1	0.313045752	0.22	0.188747125
CELE3	0	0.685211476	0.54	0.410745158
CELE3	0	1.00E-04	1.00E-04	0.016325632
CELE3	0	0.04911133	0.09	0.070924313
CELE3	0	0.000214206	1.00E-04	0.021413973
CELE3	0	1.00E-04	1.00E-04	0.02052958
CELE3	0	0.35486717	0.34	0.320359757
CELE3	0	1.00E-04	1.00E-04	0.136388497
CELE3	0	0.997964108	0.17	0.104883191
CELE3	0	0.102364994	0.18	0.030662977
CELE3	0	0.000365098	1.00E-04	0.017514041
CELE3	0	1.00E-04	1.00E-04	0.037766589
CELE3	0	1.00E-04	1.00E-04	0.020764432
CELE3	0	0.000148941	1.00E-04	0.028133183
CELE3	0	0.136326254	0.25	0.081909423
CELE3	0	1.00E-04	1.00E-04	0.020705136
CELE3	0	1.00E-04	1.00E-04	0.019134276
CELE3	1	0.968400151	0.5	0.388101484
CELE3	1	0.009725168	1.00E-04	0.272699708
CELE3	0	1.00E-04	1.00E-04	0.020139678
CELE3	0	0.043784377	0.15	0.095374816
CELE3	0	0.093479543	1.00E-04	0.126420444
CELE3	1	0.440005129	0.28	0.03256208
CELE3	0	0.008477786	1.00E-04	0.028994298
CELE3	0	1.00E-04	1.00E-04	0.016365498
CELE3	0	0.008222231	0.27	0.028056865
CELE3	0	0.03098261	0.14	0.059412474
CELE3	0	0.008360327	0.13	0.037654138
CELE3	1	0.884053409	0.65	0.397632279
CELE3	0	0.008699361	0.17	0.040957928
CELE3	0	0.381166573	1.00E-04	0.130829704
CELE3	0	0.084618897	0.07	0.040277001
CELE3	0	0.266485222	0.34	0.154657304
CELE3	0	1.00E-04	1.00E-04	0.036760801
CELE3	0	0.050147677	0.07	0.042459266
CELE3	0	0.019276583	1.00E-04	0.044284915
JUOS	1	0.826469702	0.58	0.471770117
JUOS	1	0.859119993	0.22	0.37708018
JUOS	1	0.99997024	0.85	0.870762465
JUOS	0	0.253828049	0.51	0.363896123
JUOS	0	0.003101065	1.00E-04	0.025757848
JUOS	1	0.755808251	0.45	0.309104796
JUOS	0	0.11252288	0.3	0.12725689
JUOS	1	0.744007574	0.54	0.815203096
JUOS	1	0.46490882	0.37	0.157800794
JUOS	0	0.00024422	1.00E-04	0.01765955
JUOS	1	0.977400534	0.81	0.921241592
JUOS	1	0.981531392	0.81	0.784692213
JUOS	0	0.180624436	0.4	0.15853415
JUOS	1	0.986216772	0.9	0.887340733
JUOS	1	0.352887004	0.6	0.252018854
JUOS	0	0.273458696	0.3	0.161531376
JUOS	1	0.40621457	0.63	0.690100734
JUOS	1	0.958982902	1	0.947430233
JUOS	1	0.657341611	0.85	0.91997611
JUOS	0	0.006568247	1.00E-04	0.048279618
JUOS	0	0.017141595	1.00E-04	0.031034137
JUOS	1	0.613411625	0.91	0.846893345
JUOS	1	0.068887839	0.36	0.080745941
JUOS	0	0.061084888	0.17	0.078154614
JUOS	0	0.002686335	1.00E-04	0.018155922
JUOS	0	0.000463085	1.00E-04	0.028641891
JUOS	0	0.030805083	0.09	0.057059913
JUOS	0	1.00E-04	1.00E-04	0.016140195
JUOS	0	0.072093343	1.00E-04	0.034089414
JUOS	0	0.022673553	0.3	0.063129922
JUOS	0	0.000948679	0.09	0.025006429
JUOS	0	0.915743378	1	0.837409648
JUOS	0	0.009615792	0.11	0.145430792
JUOS	0	0.000201063	1.00E-04	0.016555592
JUOS	0	0.000849616	1.00E-04	0.018156709
JUOS	1	0.039481818	0.2	0.200934007
JUOS	0	0.020308709	0.19	0.063491263
JUOS	0	0.004221559	1.00E-04	0.028570621
JUOS	0	0.03820297	0.45	0.117039122
JUOS	0	0.00044619	1.00E-04	0.02239697
JUOS	0	0.609770091	0.71	0.691363071
JUOS	1	0.653263412	0.65	0.582610222
JUOS	0	0.583998436	0.3	0.362816971
JUOS	0	0.007297125	1.00E-04	0.032140801
JUOS	1	0.316645448	0.37	0.324741003
JUOS	0	0.648010884	0.32	0.621332597
JUOS	0	0.003457873	0.14	0.031432273
JUOS	1	0.984192214	1	0.884675097
JUOS	0	0.00180833	0.08	0.023665881
JUOS	0	0.000351056	1.00E-04	0.022476815
JUOS	0	0.000221428	1.00E-04	0.01693773
JUOS	1	0.590346349	0.91	0.605155168
JUOS	0	0.000351908	1.00E-04	0.058996812
JUOS	0	0.003302818	1.00E-04	0.017391478
JUOS	1	0.969215339	0.5	0.757506823
JUOS	1	0.107106888	0.29	0.3056893
JUOS	0	0.000433388	1.00E-04	0.017375788
JUOS	1	0.026564463	1.00E-04	0.104109713
JUOS	0	0.002167499	1.00E-04	0.016448289
JUOS	1	0.994643857	0.93	0.784510959
JUOS	1	0.989250518	0.92	0.912852548
JUOS	1	0.999078793	1	0.953056541
JUOS	1	0.852343358	0.73	0.890748027
JUOS	0	0.006898272	0.21	0.029279543
JUOS	1	0.939362946	0.91	0.875834152
JUOS	1	0.993307094	1	0.935299486
JUOS	1	0.979875339	1	0.929158151
JUOS	1	0.998618374	0.82	0.953109402
JUOS	0	0.005775346	1.00E-04	0.020296232
JUOS	1	0.124112523	0.53	0.802482104
JUOS	1	0.969952299	1	0.939357151
JUOS	1	0.992346546	0.79	0.89269718
JUOS	1	0.65316866	0.63	0.816011232
JUOS	0	1.00E-04	1.00E-04	0.016551974
JUOS	1	0.484878869	1	0.910543174
JUOS	0	0.002051844	1.00E-04	0.017292565
JUOS	0	0.112542919	0.1	0.03235561
JUOS	1	0.887749684	0.51	0.830700286
JUOS	0	0.167213772	0.51	0.865192968
JUOS	0	0.218234434	0.39	0.269524489
JUOS	0	0.102484602	0.19	0.096976817
JUOS	0	0.009891139	1.00E-04	0.016755376
JUOS	1	0.967743768	0.73	0.87356866
JUOS	0	0.00523747	1.00E-04	0.020487953
JUOS	1	0.897206485	0.39	0.555332158
JUOS	0	0.100507999	0.52	0.806398165
JUOS	1	0.997275014	1	0.971108351
JUOS	0	0.996935668	1	0.949423834
JUOS	0	0.989193577	0.82	0.965249179
JUOS	1	0.998643005	0.91	0.954627434
JUOS	0	0.680285217	0.81	0.592604005
JUOS	0	0.888991896	0.79	0.601127447
JUOS	1	0.790241231	0.91	0.925129191
JUOS	1	0.126164714	0.26	0.218991727
JUOS	0	0.04985002	0.07	0.131570667
JUOS	1	0.970081046	1	0.70991245
JUOS	0	0.000479174	1.00E-04	0.018427242
JUOS	0	0.000890813	1.00E-04	0.020956386
JUOS	1	0.994655526	0.73	0.878174671
JUOS	1	0.998860358	1	0.931081137
JUOS	1	0.994514657	0.3	0.373457861
JUOS	0	0.000842561	0.15	0.019003978
JUOS	0	0.069933288	1.00E-04	0.030085254
JUOS	1	0.991937814	0.93	0.924803423
JUOS	0	0.8700942	0.4	0.414781963
JUOS	1	0.983842359	1	0.91828189
JUOS	1	0.992086402	0.92	0.854880729
JUOS	1	0.955173329	1	0.875819147
JUOS	1	0.986363655	0.93	0.873092812
JUOS	1	0.445739218	0.91	0.548120565
JUOS	0	0.084226412	0.09	0.044135801
JUOS	0	0.003166989	0.07	0.09478553
JUOS	1	0.838631889	0.44	0.485902748
JUOS	1	0.992231074	0.45	0.778861967
JUOS	0	1.00E-04	1.00E-04	0.018353807
JUOS	1	0.923471513	0.82	0.664319898
JUOS	1	0.994960975	1	0.933309534
JUOS	0	0.003839391	0.07	0.020067704
JUOS	1	0.904122167	0.91	0.93558206
JUOS	0	0.867224123	0.75	0.617557164
JUOS	0	0.999581388	0.91	0.958831903
JUOS	0	0.108604841	0.3	0.212292958
JUOS	0	0.001924211	1.00E-04	0.021725754
JUOS	1	0.997703454	0.65	0.861493729
JUOS	0	0.065479624	0.16	0.027556702
JUOS	1	0.954251496	0.55	0.825338868
JUOS	1	0.363457456	0.74	0.744303685
JUOS	0	1.00E-04	1.00E-04	0.021705579
JUOS	1	0.995789324	1	0.963013258
JUOS	0	0.006248235	1.00E-04	0.016685408
JUOS	0	0.002620241	1.00E-04	0.01924305
JUOS	0	0.00045392	1.00E-04	0.018956997
JUOS	0	1.00E-04	1.00E-04	0.020592293
JUOS	0	0.003657974	1.00E-04	0.017430567
JUOS	0	0.001516358	0.08	0.017146513
JUOS	0	0.157359166	0.07	0.030514874
JUOS	0	0.017770713	0.16	0.033086279
JUOS	0	0.016822973	0.09	0.024141235
JUOS	1	0.953669813	0.82	0.879197696
JUOS	0	0.091629074	0.09	0.164595428
JUOS	0	0.979103723	0.83	0.895644364
JUOS	0	0.382564081	0.36	0.058664778
JUOS	0	0.705983712	0.07	0.071909626
JUOS	1	0.998756218	1	0.964460972
JUOS	0	0.001893878	1.00E-04	0.025277953
JUOS	1	0.981528656	0.82	0.860460351
JUOS	1	0.963444312	0.91	0.909941532
JUOS	1	0.991419268	1	0.956223911
JUOS	0	0.005548382	0.43	0.097133103
JUOS	0	0.951011768	0.4	0.885588798
JUOS	1	0.995200683	1	0.939916944
JUOS	1	0.999977144	1	0.950583396
JUOS	1	0.994831862	0.93	0.954831235
JUOS	1	0.992361993	1	0.934865081
JUOS	1	0.999138586	1	0.930167885
JUOS	0	1.00E-04	1.00E-04	0.015718695
JUOS	0	0.00185811	1.00E-04	0.030610328
JUOS	0	0.022760205	0.15	0.028871766
JUOS	0	0.024496448	1.00E-04	0.01968559
JUOS	0	0.00042681	1.00E-04	0.016698252
JUOS	0	0.002530697	0.07	0.022890071
JUOS	0	0.000125061	1.00E-04	0.017563853
JUOS	0	0.004463117	1.00E-04	0.018475882
JUOS	0	0.022657348	0.18	0.063030844
JUOS	1	0.980598272	0.85	0.812588285
JUOS	1	0.971389204	0.7	0.648326989
JUOS	1	0.999279489	0.93	0.865936862
JUOS	1	0.995958453	0.93	0.957071424
JUOS	0	0.251293784	0.19	0.060001909
JUOS	1	0.957535079	1	0.940539733
JUOS	0	0.003457981	0.72	0.837906629
JUOS	0	0.000568444	1.00E-04	0.015823269
JUOS	1	0.978505622	0.85	0.789728417
JUOS	1	0.999898057	1	0.948889101
JUOS	1	0.969410982	1	0.947867107
JUOS	0	0.015932476	1.00E-04	0.034291985
JUOS	0	0.050418236	0.07	0.02799626
JUOS	0	0.005301994	0.1	0.043637159
JUOS	0	0.002742064	0.07	0.016775736
JUOS	0	0.001257547	1.00E-04	0.016264632
JUOS	0	0.028557451	0.16	0.022595986
JUOS	0	1.00E-04	1.00E-04	0.016833046
JUOS	0	1.00E-04	1.00E-04	0.017206412
JUOS	0	1.00E-04	1.00E-04	0.020606728
JUOS	0	0.000141223	1.00E-04	0.016960057
JUOS	0	0.000813804	1.00E-04	0.017987401
JUOS	0	1.00E-04	1.00E-04	0.017642216
JUOS	0	1.00E-04	1.00E-04	0.022751889
JUOS	0	0.000134651	1.00E-04	0.022097717
JUOS	0	1.00E-04	1.00E-04	0.016429566
JUOS	0	1.00E-04	1.00E-04	0.032500483
JUOS	0	1.00E-04	1.00E-04	0.016647701
JUOS	0	1.00E-04	1.00E-04	0.016996088
JUOS	0	1.00E-04	1.00E-04	0.022378491
JUOS	0	1.00E-04	1.00E-04	0.015795083
JUOS	0	0.000124554	1.00E-04	0.02066328
JUOS	0	1.00E-04	1.00E-04	0.016904546
JUOS	0	0.002727939	1.00E-04	0.019067832
JUOS	0	0.000443568	1.00E-04	0.015872171
JUOS	0	0.001140014	1.00E-04	0.016299598
JUOS	0	0.000149243	1.00E-04	0.016430188
JUOS	0	0.136836976	0.08	0.054058702
JUOS	0	0.000410855	1.00E-04	0.018089834
JUOS	0	0.19830261	1.00E-04	0.064886305
JUOS	0	0.000562643	0.08	0.031747394
JUOS	0	0.258651587	0.09	0.075838055
JUOS	0	0.000137153	1.00E-04	0.025443633
JUOS	0	0.000277905	1.00E-04	0.024052275
JUOS	0	0.005091253	1.00E-04	0.01779643
JUOS	0	0.000296786	1.00E-04	0.027049632
JUOS	0	0.001163453	1.00E-04	0.021522147
JUOS	0	0.003408512	0.59	0.052858293
JUOS	0	0.029654171	0.08	0.04936662
JUOS	0	0.002009694	1.00E-04	0.036106578
JUOS	0	0.00077982	1.00E-04	0.018277962
JUOS	0	0.1521684	0.07	0.056715503
JUOS	0	0.332607733	0.71	0.357517385
JUOS	0	0.039110441	1.00E-04	0.039360546
JUOS	0	0.00530634	1.00E-04	0.02684352
JUOS	0	0.00043351	1.00E-04	0.05316048
JUOS	0	1.00E-04	1.00E-04	0.018193444
JUOS	0	0.012596306	1.00E-04	0.019910709
JUOS	0	0.033276041	0.11	0.114782145
JUOS	0	0.025712507	1.00E-04	0.025933964
JUOS	0	0.00129392	1.00E-04	0.020305398
JUOS	0	0.01985781	0.09	0.029647237
JUOS	0	0.001211269	0.19	0.032172477
JUOS	0	0.000768073	1.00E-04	0.025979155
JUOS	0	0.00025228	0.1	0.03546342
JUOS	0	0.014052401	0.2	0.046595897
JUOS	1	0.992178276	0.81	0.913726008
JUOS	0	0.159240921	0.09	0.110033979
JUOS	0	0.002751534	0.1	0.117815954
JUOS	0	0.004088705	1.00E-04	0.016010048
JUOS	0	1.00E-04	1.00E-04	0.021333162
JUOS	0	0.003916978	1.00E-04	0.031833713
JUOS	0	0.300565933	0.08	0.053485615
JUOS	0	0.028517514	0.07	0.023844849
JUOS	0	0.041000145	1.00E-04	0.025249188
JUOS	0	0.016913229	0.15	0.056981504
JUOS	0	0.052095262	0.17	0.039172566
JUOS	0	0.074079554	0.07	0.02047886
JUOS	0	0.326508418	0.17	0.068774688
JUOS	0	0.00116767	0.17	0.039372568
JUOS	0	0.0083768	0.09	0.080142052
JUOS	0	0.006456155	0.16	0.023036723
JUOS	0	0.284782177	0.09	0.07888562
JUOS	1	0.976592278	0.5	0.592247437
JUOS	0	0.890899046	0.09	0.115199767
JUOS	0	0.053657106	0.09	0.024913787
JUOS	0	0.868828154	0.62	0.476230888
JUOS	0	0.084393744	0.36	0.032287922
JUOS	0	0.134938573	0.47	0.08844073
JUOS	0	0.181682523	0.37	0.32540795
JUOS	1	0.064187476	0.07	0.215973922
JUOS	0	0.426112797	0.32	0.205419942
JUOS	1	0.733210345	0.27	0.392654856
JUOS	1	0.821742261	0.88	0.501558522
JUOS	0	0.007386574	0.18	0.311409994
JUOS	1	0.845911946	0.58	0.620840002
JUOS	0	0.000169401	0.17	0.168123245
JUOS	1	0.15387117	0.45	0.258972631
JUOS	1	0.587879749	0.37	0.218001348
JUOS	0	0.077186588	0.48	0.217540688
JUOS	1	0.336792994	0.5	0.215044952
JUOS	0	0.09279735	0.06	0.045166833
JUOS	0	0.01865762	0.08	0.032550559
JUOS	0	0.009237911	1.00E-04	0.02494557
JUOS	0	0.157490909	0.35	0.046656361
JUOS	0	0.086013347	0.27	0.039685615
JUOS	0	0.029791983	1.00E-04	0.037544491
JUOS	0	0.010133257	0.16	0.020190486
JUOS	0	0.016592989	1.00E-04	0.042407043
JUOS	0	0.003636261	1.00E-04	0.019167615
JUOS	0	0.082575081	1.00E-04	0.032368633
JUOS	0	0.000863269	1.00E-04	0.016199018
JUOS	0	1.00E-04	1.00E-04	0.016403077
JUOS	0	0.001912815	1.00E-04	0.017172668
JUOS	0	1.00E-04	1.00E-04	0.02602876
JUOS	0	1.00E-04	1.00E-04	0.019090293
JUOS	0	1.00E-04	0.16	0.03750318
JUOS	0	0.000618579	1.00E-04	0.015983556
JUOS	0	0.000101312	1.00E-04	0.016880797
